school_term,title,college,level,crn,department
201620,Strategic Mgmt (UTRGV),No College Designated,6390,29167,Management (UTRGV)
201620,Topics in Study of Life I,College of Science,1107,27561,Biology
201620,Advanced Topics Dev Psyc,College of Liberal Arts,4311,27237,Psychology
201620,Lab for EE 1305,College of Engineering,1105,28884,Electrical & Computer Eng.
201620,Doctoral Research,College of Engineering,6194,28966,Computer Science
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,29095,Environmental Science & Engr.
201620,Directed Study in Geophysics,College of Science,6210,27379,Geophysics
201620,Dissertation,College of Health Sciences,6398,27144,College of Health Sciences
201620,Calculus I,College of Science,1411,28789,Mathematics
201620,Undergraduate Research,Office of Academic Affairs,4033,26687,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26733,Research Course
201620,Seminar in Conflict Analysis,College of Liberal Arts,5368,27445,Political Science
201620,Final Paper Project,College of Liberal Arts,5393,26380,Political Science
201620,Undergraduate Research,Office of Academic Affairs,4033,27015,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,27022,Research Course
201620,MS Thesis,College of Science,5399,26454,Statistics
201620,Theories/Methods Psychotherapy,College of Liberal Arts,5322,27036,Psychology
201620,Appl Lessons for Perf Majors,College of Liberal Arts,5391,27896,Music Applied
201620,Undergraduate Research,Office of Academic Affairs,4033,26564,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26667,Research Course
201620,Syntax,College of Liberal Arts,3302,28819,Linguistics
201620,Thesis,College of Engineering,5399,28820,Electrical & Computer Eng.
201620,Promoting Health Along Border,School of Nursing,4611,27663,Nursing
201620,Ethics and Engineering,College of Liberal Arts,5303,28332,Philosophy
201620,History of U.S. Since 1865 (C),College of Liberal Arts,1302,22078,History
201620,Doctoral Research in Geol Sci,College of Science,6396,22183,Geology
201620,Directed Studio Problems,College of Liberal Arts,5350,22094,Printmaking
201620,Individual Studies,College of Engineering,5391,20479,Computer Science
201620,Strategic Management,College of Business Admin.,4300,20987,Management
201620,Shakespeare,College of Liberal Arts,3320,21012,English
201620,Intro/Early Childhood Educ,College of Education,2330,22122,Early Childhood Education
201620,Graduate Research in Chemistry,College of Science,6396,22151,Chemistry
201620,General Biology,College of Science,1305,21632,Biology
201620,Special Problems,College of Science,4398,20545,Biology
201620,Introductory Mechanics,College of Science,2420,21145,Physics
201620,Individual Instruction,College of Liberal Arts,3391,21739,Music Applied
201620,Independent Research,College of Science,6490,21175,Biology
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6191,20164,Materials Science & Engr.
201620,Individual Studies,College of Engineering,5391,20630,Civil Engineering
201620,Student Teach: All-Levels Art,College of Education,4696,21806,Teacher Education
201620,Counseling Internship I,College of Education,5372,21821,Educ. Psych. & Counseling
201620,Thesis,College of Science,5398,20195,Chemistry
201620,Internship In Leadership I,College of Education,6350,20679,Educational Administration
201620,Graduate Research Projects,Engineer.Sci/Interdisciplinary,6294,20686,Materials Science & Engr.
201620,Graduate Research,College of Engineering,5394,20699,Computer Science
201620,Dissertation Preparation,College of Liberal Arts,6301,20701,History
201620,Special Problems,College of Science,4298,20307,Biology
201620,Reading Engl as Second Lang,College of Liberal Arts,1310,21333,English Speakers Other Lang.
201620,Thesis,College of Science,5399,20780,Chemistry
201620,Envir. Just. & Min. Comm U.S.,College of Liberal Arts,4304,21367,Chicano Studies
201620,General Chemistry (C),College of Science,1306,21375,Chemistry
201620,Dissertation,College of Science,6320,21956,Geology
201620,Resrch Biological Science,College of Science,5302,20362,Biology
201620,Resrch Biological Science,College of Science,5302,20365,Biology
201620,Dissertation,Engineer.Sci/Interdisciplinary,6398,20814,Environmental Science & Engr.
201620,Adventure Curricula in PE,College of Health Sciences,4320,21392,Kinesiology
201620,Thesis,College of Science,5398,21972,Geology
201620,Thesis,College of Science,5399,20391,Biology
201620,Individual Studies,College of Engineering,5191,20879,Metallurgical & Materials Eng.
201620,Dissertation,College of Liberal Arts,6399,24454,Psychology
201620,Dissertation,College of Health Sciences,6399,26192,College of Health Sciences
201620,Adult & Geriatric Health,School of Nursing,5602,26200,Nursing
201620,Thesis,College of Science,5399,25636,Biology
201620,Selected Topics,College of Liberal Arts,4350,26274,Communication
201620,Special Topics,College of Engineering,5390,26279,Metallurgical & Materials Eng.
201620,Dissertation,College of Engineering,6398,25126,Electrical & Computer Eng.
201620,Undergraduate Research,Office of Academic Affairs,4033,26234,Research Course
201620,Introduction to Politics (C),College of Liberal Arts,2310,24542,Political Science
201620,Contemp Topics Inorganic Chem,College of Science,6369,24571,Chemistry
201620,Thesis,College of Science,5399,25176,Physics
201620,Dissertation,College of Science,6399,25699,Biology
201620,Thesis,College of Liberal Arts,5398,24606,Political Science
201620,Selected Problems in Pub Adm,College of Liberal Arts,5380,25203,Public Administration
201620,Medical Device Practicum,College of Engineering,5196,25779,Biomedical Engineering
201620,Special Topics Electrical Engr,College of Engineering,5390,25805,Electrical & Computer Eng.
201620,Intro-Computational Thinking,College of Engineering,1310,25838,Computer Science
201620,Intro to Computer Science,College of Engineering,1401,25849,Computer Science
201620,Graduate Research,College of Engineering,6394,24762,Electrical & Computer Eng.
201620,Culturally Grounded Social Wk,College of Health Sciences,3325,25320,Social Work
201620,Vertebrate Physiology Methods,College of Science,4181,25877,Zoology
201620,Computers and Writing Seminar,College of Liberal Arts,5314,25335,English
201620,Intro to Business Applic Prog,College of Business Admin.,3301,25901,Computer Information Systems
201620,Workplace Writing,College of Liberal Arts,3355,25368,Rhetoric and Writing Studies
201620,Logistics Management,College of Business Admin.,3337,25959,Operations & Supply Chain Mgmt
201620,Master's Thesis,College of Engineering,5399,24857,Computer Science
201620,History of Modern China,College of Liberal Arts,3338,25389,History
201620,Accounting for Management,College of Business Admin.,5311,25395,Accounting
201620,Research Applications,College of Liberal Arts,5385,25983,Psychology
201620,Dissertation,College of Liberal Arts,6399,25997,Psychology
201620,Intermediate Algebra,Office of Academic Affairs,0311,24893,Mathematics
201620,Topics in Contemporary Art,College of Liberal Arts,3395,25428,Art History
201620,Internship in Anthropology,College of Liberal Arts,4303,25438,Anthropology
201620,Intro-Art of Motion Pict. (C),College of Liberal Arts,1390,25483,Film
201620,Lab for GEOL 1313 (C),College of Science,1103,24986,Geology
201620,Undergraduate Research,Office of Academic Affairs,4033,26100,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26102,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26113,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26126,Research Course
201620,First Year Research,College of Liberal Arts,6380,24411,Psychology
201620,First Year Research,College of Liberal Arts,6380,24413,Psychology
201620,Cultural Geography (C),College of Science,1310,25540,Geography
201620,Topics Seminar,College of Science,4370,28048,Mathematics
201620,Research Applications,College of Health Sciences,6388,27095,College of Health Sciences
201620,Appl Lessons for Perf Majors,College of Liberal Arts,5391,27892,Music Applied
201620,Individual Studies,College of Engineering,5391,28661,Electrical & Computer Eng.
201620,Spec Top in Intnat'l Business,College of Business Admin.,4394,28663,Business
201620,Acct for Bus Decision-Mak UTPB,UT Permian Basin,3310,28978,Accounting (UT Permian Basin)
201620,Special Topics Mechanical Engr,College of Engineering,5390,29028,Mechanical Engineering
201620,Art Appreciation (UTPB),UT Permian Basin,1301,28988,Art (UTPB)
201620,Women & Work in the Sex Indust,College of Liberal Arts,3372,28459,Women's Studies
201620,Nrsg Care Persons w/Psyc Illns,School of Nursing,4313,27655,Nursing
201620,Strategic Survey of Europe,College of Liberal Arts,5312,28873,Defense & Strat Stud-Extension
201620,Directed Study in Geology,College of Science,6205,27343,Geology
201620,Soccer,College of Health Sciences,1173,28225,Physical Edu. Activity Courses
201620,World History to 1500 (C),College of Liberal Arts,2301,27551,History
201620,Introductory Mechanics,College of Science,2420,28420,Physics
201620,History of U.S. Since 1865 (C),College of Liberal Arts,1302,28441,History
201620,Graduate Research,College of Engineering,5694,27768,Civil Engineering
201620,Doctoral Research,College of Engineering,6296,27774,Civil Engineering
201620,Leadership-Organizatnl Change,College of Liberal Arts,5326,28869,Leadership Studies
201620,Graduate Research,College of Engineering,5294,24210,Electrical & Computer Eng.
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,24259,Environmental Science & Engr.
201620,Thesis,College of Liberal Arts,5395,24354,Psychology
201620,Theatre Practicum III,College of Liberal Arts,4110,22576,Theatre
201620,Lang Disor/Pre-Sch Children,College of Health Sciences,3314,22579,Speech & Language Pathology
201620,Lab for Organic Chemistry 2325,College of Science,2125,23158,Chemistry
201620,Organic Chemistry II Lab,College of Science,2222,23159,Chemistry
201620,Engineering Problems-Seminar,College of Engineering,4371,22607,Civil Engineering
201620,Thesis I,College of Liberal Arts,5398,22617,Philosophy
201620,Chicano Cinema,College of Liberal Arts,3302,22631,Chicano Studies
201620,Engineering Problems Seminar,College of Engineering,4371,24326,Electrical & Computer Eng.
201620,General Physics II (C),College of Science,1404,22655,Physics
201620,Graduate Thesis,College of Science,5399,23287,Computational Science
201620,Criminology,College of Liberal Arts,3313,23296,Criminal Justice
201620,Independent Research,College of Science,6190,23794,Biology
201620,General Chemistry,College of Science,1305,22269,Chemistry
201620,Internship in Women's Studies,College of Liberal Arts,3320,23336,Women's Studies
201620,Dissertation,College of Science,6398,23840,Biology
201620,Independent Research,College of Science,6490,23861,Biology
201620,Coronary Intervention Programs,College of Health Sciences,4334,22309,Kinesiology
201620,Independent Research,College of Science,6490,23867,Biology
201620,Independent Research,College of Science,6490,23872,Biology
201620,Pharmacotherapeutics,School of Nursing,2307,22832,Nursing
201620,Dissertation,College of Science,6320,23411,Geology
201620,Independent Research,College of Science,6690,23907,Biology
201620,Graduate Research,College of Health Sciences,5379,23944,Kinesiology
201620,Vibrations and Waves,College of Science,2210,23485,Physics
201620,Climate Science,College of Science,3308,23995,Geography
201620,Internship,College of Business Admin.,4396,22936,Accounting
201620,Solid Mechanics Lab,College of Engineering,3323,23518,Mechanical Engineering
201620,Graduate Research Projects,Engineer.Sci/Interdisciplinary,6294,22984,Materials Science & Engr.
201620,Dissertation,College of Liberal Arts,6399,22994,History
201620,Content Area Literacy,College of Education,3342,23002,Reading Education
201620,Independent Study,College of Liberal Arts,4390,23017,Sociology
201620,Practicum in Community Health,College of Health Sciences,4600,23040,Health Sciences
201620,Doctoral Research,College of Engineering,6296,23641,Civil Engineering
201620,Infectious Diseases Lab,College of Health Sciences,3268,24178,Clinical Laboratory Science
201620,Beginning Swimming,College of Health Sciences,1178,28243,Physical Edu. Activity Courses
201620,Dissertation,College of Health Sciences,6398,27137,College of Health Sciences
201620,Global Econ Environment-Mgrs,College of Business Admin.,5360,27494,Economics
201620,Graduate Ensemble,College of Liberal Arts,5101,28452,Music Applied
201620,Indians of the Southwest,College of Liberal Arts,3321,27856,Anthropology
201620,Directed Study, Geology,College of Science,4366,27266,Geology
201620,Thesis,College of Science,5399,28887,Geology
201620,Doctoral Research,College of Engineering,6194,29124,Computer Science
201620,Directed Study in Geology,College of Science,6105,27315,Geology
201620,Engineering Problems,College of Engineering,4371,29098,Industrial Engineering
201620,Liberal Arts HON Prgrm Seminar,College of Liberal Arts,4000,28928,Liberal Arts Honors
201620,Undergraduate Research,Office of Academic Affairs,4033,26684,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26847,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26877,Research Course
201620,Special Topics Civil Engr,College of Engineering,5390,26364,Civil Engineering
201620,Undergraduate Research,Office of Academic Affairs,4033,26964,Research Course
201620,Operations Research I,College of Engineering,3390,26421,Industrial Engineering
201620,Undergraduate Research,Office of Academic Affairs,4033,26985,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26998,Research Course
201620,Internship in Management,College of Business Admin.,4396,27035,Management
201620,Independent Grad Studies,College of Education,6395,26470,Teacher Education
201620,Undergraduate Research,Office of Academic Affairs,4033,26632,Research Course
201620,Adv. Topics in Civil Engr.,College of Engineering,4375,28557,Civil Engineering
201620,Special Problems,College of Science,4398,28309,Biology
201620,Dissertation,College of Science,6398,28323,Biology
201620,Directed Study, Geology,College of Science,4266,22038,Geology
201620,Graduate Projects,College of Engineering,5397,22061,Civil Engineering
201620,Calculus III,College of Science,2313,21531,Mathematics
201620,Sculpture I,College of Liberal Arts,2302,21568,Sculpture
201620,Special Problems in Sculpture,College of Liberal Arts,4342,21571,Sculpture
201620,Doctoral Research,College of Engineering,6396,22109,Civil Engineering
201620,Strategic Management,College of Business Admin.,4300,20990,Management
201620,Prokaryotic Molecular Genetics,College of Science,3449,21581,Microbiology
201620,Thesis,College of Health Sciences,5399,22136,Speech & Language Pathology
201620,Graduate Research in Chemistry,College of Science,6396,22154,Chemistry
201620,Independent Study,College of Liberal Arts,5353,20525,Philosophy
201620,Organismal Biology,College of Science,1306,21644,Biology
201620,Thesis,College of Engineering,5398,20066,Industrial Engineering
201620,Math for Social Sciences I (C),College of Science,1320,21694,Mathematics
201620,Individual Instruction,College of Liberal Arts,1290,21712,Music Applied
201620,Individual Instruction,College of Liberal Arts,3295,21749,Music Applied
201620,Special Problems,College of Science,4398,20599,Biology
201620,Activity Course,College of Health Sciences,1101,21178,Physical Edu. Activity Courses
201620,Applied Lessons,College of Liberal Arts,5261,21788,Music Applied
201620,Independent Research,College of Science,6390,20647,Biology
201620,Thesis,College of Science,5399,20207,Chemistry
201620,Individual Instruction,College of Liberal Arts,3391,21266,Music Applied
201620,Selected Problems in Music Ed.,College of Liberal Arts,4335,20240,Music Education
201620,Individual Instruction,College of Liberal Arts,3295,21285,Music Applied
201620,Dev in Young Child & Youth,College of Education,2300,21302,Educ. Psych. & Counseling
201620,Individual Studies,College of Engineering,6391,21867,Computer Science
201620,Grammar and Writing,College of Liberal Arts,3303,21906,English
201620,Independent Research,College of Liberal Arts,4352,20344,Psychology
201620,Thesis,College of Science,5398,20379,Biology
201620,Dissertation,Engineer.Sci/Interdisciplinary,6398,20813,Environmental Science & Engr.
201620,An Intro. to Linguistics (C),College of Liberal Arts,2320,21398,Linguistics
201620,Independent Study,College of Liberal Arts,5353,20408,Philosophy
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,20871,Environmental Science & Engr.
201620,Teach Engl Spkrs of Other Lang,College of Liberal Arts,3308,21426,Linguistics
201620,Lab for Chemistry 4211,College of Science,4212,21439,Chemistry
201620,Dissertation,College of Liberal Arts,6398,24432,Psychology
201620,Doctoral Research,College of Engineering,6394,25044,Biomedical Engineering
201620,Adult & Geriatric Practm,School of Nursing,5302,25082,Nursing
201620,Thesis,College of Science,5398,25626,Biology
201620,Acute Care Practicum,School of Nursing,4612,24528,Nursing
201620,Resrch in Biological Sciences,College of Science,5502,25644,Biology
201620,Selected Problems-Government,College of Liberal Arts,5380,24588,Political Science
201620,Thesis,College of Liberal Arts,5399,24617,Political Science
201620,Laboratory for CHEM 2261,College of Science,2161,25765,Chemistry
201620,Intro/Early Childhood Educ,College of Education,2330,24701,Early Childhood Education
201620,Rhetoric & Composition 2,College of Liberal Arts,1302,25307,Rhetoric and Writing Studies
201620,Explor Geophysics-Seismic Meth,College of Science,4332,25882,Geophysics
201620,Dissertation,College of Engineering,6399,24820,Computer Science
201620,Master's Thesis,College of Engineering,5399,24845,Computer Science
201620,Introduction to Politics (C),College of Liberal Arts,2310,25360,Political Science
201620,Graduate Research,College of Engineering,6694,24975,Electrical & Computer Eng.
201620,Gender Issues in Humanities,College of Liberal Arts,3383,25525,Women's Studies
201620,Doctoral Research,College of Engineering,6294,25039,Biomedical Engineering
201620,Lab for Organic Chemistry 2325,College of Science,2125,28658,Chemistry
201620,Independent Study,School of Nursing,5194,28407,Nursing
201620,Internship in Sociology,College of Liberal Arts,4303,27965,Sociology
201620,Principles of Earth Sciences,College of Science,1211,28829,Geology
201620,Independent Study,College of Health Sciences,6385,28914,College of Health Sciences
201620,Directed Study, Geology,College of Science,4166,27242,Geology
201620,Multicultral Macro Practice II,College of Health Sciences,5382,27573,Social Work
201620,Undergraduate Research,Office of Academic Affairs,4033,28466,Research Course
201620,Non-Thesis Project I,College of Liberal Arts,5396,27987,Sociology
201620,Field Geology II,College of Science,4376,28075,Geology
201620,Interm Spanish Two Non-Nat Spk,College of Liberal Arts,2302,28023,Spanish
201620,Acute & Crit Illness in Adults,School of Nursing,5461,28374,Nursing
201620,Dissertation Preparation,College of Liberal Arts,6395,28700,Rhetoric and Writing Studies
201620,Graduate Research in Geol Sci,College of Science,5389,23103,Geology
201620,Independent Research,College of Science,6190,23657,Biology
201620,Thesis,College of Engineering,5398,24284,Mechanical Engineering
201620,Thesis,College of Liberal Arts,5399,22635,Intel Nat'l Security Studies
201620,Graduate Research in Chemistry,College of Science,6196,23223,Chemistry
201620,Graduate Research in Chemistry,College of Science,6196,22648,Chemistry
201620,Honors Senior Thesis,Office of Academic Affairs,4396,22210,Honors
201620,Independent Research,College of Science,6190,23807,Biology
201620,Principles of Teaching PE,College of Health Sciences,3315,22263,Kinesiology
201620,Family Situational Stressors,School of Nursing,3609,23314,Nursing
201620,Nurse Provider of Care/Crisis,School of Nursing,4614,23328,Nursing
201620,Problems-Projects in SPLP,College of Health Sciences,5272,23360,Speech & Language Pathology
201620,Capstone Practicum,School of Nursing,6893,23928,Nursing
201620,Elementary Statistical Methods,College of Science,2480,23456,Statistics
201620,Intermediate Accounting I,College of Business Admin.,3321,23987,Accounting
201620,Thesis,College of Science,5398,22921,Physics
201620,Individual Instruction,College of Liberal Arts,1285,22954,Music Applied
201620,Independent Grad Studies,College of Education,6395,23549,Teacher Education
201620,Ballet VI,College of Liberal Arts,3342,24057,Dance
201620,Services Marketing,College of Business Admin.,4391,24073,Marketing
201620,Reading and Writing Poetry,College of Liberal Arts,3372,24075,Creative Writing
201620,Graduate Research Projects,Engineer.Sci/Interdisciplinary,6194,22481,Materials Science & Engr.
201620,Med Kines & Motion Analysis,College of Health Sciences,5407,24116,Physical Therapy
201620,Graduate Research Project,College of Health Sciences,5397,24155,Public Health
201620,Effective Mgmt of Human Resour,College of Business Admin.,5336,24171,Management
201620,Resrch in Biological Sciences,College of Science,5502,23091,Biology
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,24208,Environmental Science & Engr.
201620,Independent Study,College of Health Sciences,6385,27051,College of Health Sciences
201620,Independent Study,College of Liberal Arts,4390,27969,Sociology
201620,Directed Study, Geology,College of Science,4366,27262,Geology
201620,Leadership Communications,College of Liberal Arts,5331,28725,Master of Leadshp St-Extension
201620,Theatre Hist and Literature II,College of Liberal Arts,3352,28314,Theatre
201620,Graduate Projects,College of Engineering,5397,27756,Civil Engineering
201620,Effective Mgmt of Human Resour,College of Business Admin.,5336,29069,Management
201620,Topics in Study of Life I,College of Science,1107,27559,Biology
201620,Topics in Study of Life I,College of Science,1107,27558,Biology
201620,Hist of Renaissance Art (UTPB),UT Permian Basin,4305,29169,Art (UTPB)
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6391,29146,Materials Science & Engr.
201620,Graduate Research,College of Engineering,6394,28931,Electrical & Computer Eng.
201620,The Politics of Mexico,College of Liberal Arts,4337,27438,Political Science
201620,Medical Terminology,College of Health Sciences,3150,27465,Clinical Laboratory Science
201620,Undergraduate Research,Office of Academic Affairs,4033,26788,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26837,Research Course
201620,Accelerated Portuguese Two,College of Liberal Arts,2302,26312,Portuguese
201620,Undergraduate Research,Office of Academic Affairs,4033,26919,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26948,Research Course
201620,Thesis,College of Engineering,5398,26366,Industrial Engineering
201620,Special Topics in Physics,College of Science,4393,26517,Physics
201620,Special Topics,School of Nursing,5280,28363,Nursing
201620,Adult & Geriatric Health,School of Nursing,5602,28372,Nursing
201620,Undergraduate Research,Office of Academic Affairs,4033,26604,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26607,Research Course
201620,Non-Thesis Project I,College of Liberal Arts,5396,27994,Sociology
201620,Dissertation,College of Health Sciences,6399,28604,College of Health Sciences
201620,Special Topics-Asian Studies,College of Liberal Arts,3350,28122,Asian Studies
201620,Intensive Language Study,College of Liberal Arts,2304,22041,Linguistics
201620,Graduate Research,College of Engineering,5394,20892,Computer Science
201620,Thesis,College of Liberal Arts,5398,22046,Spanish
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,20928,Environmental Science & Engr.
201620,Printmaking V,College of Liberal Arts,3335,21567,Printmaking
201620,Children's Literature,College of Liberal Arts,3305,21005,English
201620,Thesis,College of Liberal Arts,5399,20505,History
201620,Independent Study/SLP&A,College of Health Sciences,4320,20532,Speech & Language Pathology
201620,Topics in Study of Life I,College of Science,1107,21634,Biology
201620,Thesis,College of Liberal Arts,5399,20057,History
201620,Special Problems,College of Science,4298,20540,Biology
201620,Research & Critical Writ (C),College of Liberal Arts,1312,21127,English
201620,Research & Critical Writ (C),College of Liberal Arts,1312,21129,English
201620,Individual Instruction,College of Liberal Arts,1290,21693,Music Applied
201620,Honors Thesis,College of Liberal Arts,4353,21137,Psychology
201620,Orchestra--Strings,College of Liberal Arts,3261,21735,Music Applied
201620,General Physics II (C),College of Science,1404,21745,Physics
201620,Individual Instruction,College of Liberal Arts,1290,21764,Music Applied
201620,Thesis,College of Engineering,5399,20155,Metallurgical & Materials Eng.
201620,Graduate Research Projects,Engineer.Sci/Interdisciplinary,6194,20171,Materials Science & Engr.
201620,Graduate Research in Chemistry,College of Science,5396,20191,Chemistry
201620,Thesis,College of Science,5399,20209,Chemistry
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6291,20219,Materials Science & Engr.
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6191,20683,Materials Science & Engr.
201620,Directed Study,College of Liberal Arts,3310,21839,Women's Studies
201620,Doctoral Research,College of Engineering,6396,21842,Civil Engineering
201620,Dissertation,College of Engineering,6399,21856,Computer Science
201620,Undergrad Rsrch in Metallurgy,College of Engineering,4375,21290,Metallurgical & Materials Eng.
201620,Golddiggers,College of Liberal Arts,1102,21884,Music Applied
201620,Special Problems,College of Science,4298,20308,Biology
201620,Adv. Topics in Historiography,College of Liberal Arts,6300,20741,History
201620,Introduction to Research,College of Science,4176,20772,Chemistry
201620,Individual Studies,College of Liberal Arts,5390,21315,Sociology
201620,Writ/Read Engl For Non-Nat Spk,College of Liberal Arts,1309,21332,English Speakers Other Lang.
201620,Res & Crit Writng Spkr Esl (C),College of Liberal Arts,1312,21345,English Speakers Other Lang.
201620,Independent Research,College of Liberal Arts,4352,20337,Psychology
201620,Graduate Projects,College of Engineering,5396,20797,Computer Science
201620,Introductory Chemistry (C),College of Science,1407,21379,Chemistry
201620,Measure Tech in Exer Physiolog,College of Health Sciences,5371,21401,Kinesiology
201620,Individual Studies,College of Engineering,5391,20411,Electrical & Computer Eng.
201620,Thesis,College of Science,5399,21980,Geology
201620,Anatomy for Health Sciences,College of Health Sciences,5495,26181,Dept of Rehab Sciences
201620,Solid Mechanics Lab,College of Engineering,3323,25580,Mechanical Engineering
201620,Piano Class IV,College of Liberal Arts,2272,25113,Music Applied
201620,Ecology,College of Science,3316,24507,Biology
201620,Nurse Provider of Care/Crisis,School of Nursing,4614,24525,Nursing
201620,Activity Course,College of Health Sciences,1101,25655,Physical Edu. Activity Courses
201620,Calculus I,College of Science,1411,25662,Mathematics
201620,Family Therapy,College of Education,5364,24539,Educ. Psych. & Counseling
201620,Independent Reading in Pol Sci,College of Liberal Arts,4370,24574,Political Science
201620,General Chemistry (C),College of Science,1306,25162,Chemistry
201620,Dissertation,College of Science,6399,25696,Biology
201620,Independent Research,College of Science,6490,25710,Biology
201620,Digital Communications,College of Engineering,4388,24685,Electrical & Computer Eng.
201620,Intro to Creative Writing,College of Liberal Arts,3362,25788,Creative Writing
201620,Student Teaching in Biling Ed,College of Education,4690,25799,Bilingual Education
201620,Challenges of Modern Culture,College of Liberal Arts,3303,25811,Humanities
201620,Introductory Electromagnetism,College of Science,2421,24727,Physics
201620,Thesis,College of Liberal Arts,5398,24737,Creative Writing
201620,Intro to Physical Geology (C),College of Science,1313,25930,Geology
201620,Doctoral Research,College of Engineering,6394,24831,Computer Science
201620,Dissertation,College of Engineering,6399,24842,Computer Science
201620,Biomat, Biomat Prntng & Dev,College of Engineering,3312,24880,Metallurgical & Materials Eng.
201620,Thesis,College of Business Admin.,5399,25979,Economics
201620,Graphic Design 5,College of Liberal Arts,4306,24912,Art Graphic Design
201620,General Biology,College of Science,1305,24920,Biology
201620,Special Topics in Art History,College of Liberal Arts,3399,25429,Art History
201620,Intel & Counterterrorism,College of Liberal Arts,5310,26010,Intel Nat'l Security Studies
201620,First Year Research,College of Liberal Arts,6381,24960,Psychology
201620,Selected Topics-Geological Sci,College of Science,5315,26062,Geology
201620,Undergraduate Research,Office of Academic Affairs,4033,26084,Research Course
201620,First Year Research,College of Liberal Arts,6381,24971,Psychology
201620,Thesis,College of Engineering,5399,24998,Biomedical Engineering
201620,Problems in Philosophy Seminar,College of Liberal Arts,4352,25494,Philosophy
201620,Intro to Literary Analysis,College of Liberal Arts,3300,25502,French
201620,Judgment and Decision Making,College of Liberal Arts,4321,25504,Psychology
201620,Undergraduate Research,Office of Academic Affairs,4033,26106,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26152,Research Course
201620,Studies in Linguistics,College of Liberal Arts,4371,26157,Linguistics
201620,Independent Study/SLP&A,College of Health Sciences,4320,27182,Speech & Language Pathology
201620,Rhetoric & Composition 2,College of Liberal Arts,1302,27580,Rhetoric and Writing Studies
201620,Pharmacotherapeutics,School of Nursing,2307,27583,Nursing
201620,Research in Geological Science,College of Science,4389,27273,Geology
201620,Explo Geophys Non-Seismic Meth,College of Science,4334,27897,Geophysics
201620,Writing for Mass Media (UTAR),UT Arlington,2311,28986,Communication (UTAR)
201620,Curriculum in Secondary School,College of Education,5326,28259,Secondary Education
201620,Plate Tectonics,College of Science,5361,27907,Geophysics
201620,Graduate Research in Geol Sci,College of Science,5389,27303,Geology
201620,Kick Boxing,College of Health Sciences,1154,28219,Physical Edu. Activity Courses
201620,Thesis,College of Liberal Arts,5399,28626,Creative Writing
201620,Pediatric Chronic Healthcare,School of Nursing,5658,28381,Nursing
201620,Gender Roles (UTAR),UT Arlington,3334,29007,Sociology (UT Arlington)
201620,Directed Indiv Study in POM,College of Business Admin.,5392,22519,Operations & Supply Chain Mgmt
201620,M.A.T. Written Examination,College of Liberal Arts,5394,23185,English
201620,Thesis,College of Engineering,5398,23689,Mechanical Engineering
201620,Operating Systems,College of Engineering,5370,23207,Electrical & Computer Eng.
201620,Higher Education Law,College of Education,6393,23743,Educational Administration
201620,Independent Study,College of Health Sciences,5378,24325,Social Work
201620,Individual Studies,College of Engineering,5391,22662,Electrical & Computer Eng.
201620,Directed Study,College of Liberal Arts,3310,23230,Women's Studies
201620,French One,College of Liberal Arts,1301,23759,French
201620,An Intro. to Linguistics (C),College of Liberal Arts,2320,23760,Linguistics
201620,Honors Senior Thesis,Office of Academic Affairs,4396,22215,Honors
201620,Dissertation,College of Science,6398,22687,Biology
201620,Independent Study,College of Liberal Arts,4212,22740,Music Theory
201620,Family Situational Stressors,School of Nursing,3609,23319,Nursing
201620,Management Accounting,College of Business Admin.,3314,22764,Accounting
201620,Independent Research,College of Science,6590,23878,Biology
201620,Seminar/Critical Inquiry (C),Office of Academic Affairs,1301,22823,University
201620,Dissertation,College of Science,6399,23392,Biology
201620,Dissertation,College of Science,6399,22351,Chemistry
201620,Resrch For The Health Prof,College of Health Sciences,3315,22849,Health Sciences
201620,Laboratory for CHEM 1305,College of Science,1105,23454,Chemistry
201620,Auditing Principles/Procedures,College of Business Admin.,4304,23998,Accounting
201620,Graduate Research in Chemistry,College of Science,6196,22420,Chemistry
